"Willimantic, CT","109,091","118,428","9,337",8.6
"Williston, ND","19,761","22,398","2,637",13.3
"Willmar, MN","41,203","42,239","1,036",2.5
"Wilmington, OH","40,543","42,040","1,497",3.7
"Wilson, NC","73,814","81,234","7,420",10.1
"Winfield, KS","36,291","36,311",20,0.1
"Winona, MN","49,985","51,461","1,476",3.0
"Woodward, OK","18,486","20,081","1,595",8.6
"Wooster, OH","111,564","114,520","2,956",2.6
"Worthington, MN","20,832","21,378",546,2.6
"Yankton, SD","21,652","22,438",786,3.6
"Yazoo City, MS","28,149","28,065",-84,-0.3
"Zanesville, OH","84,585","86,074","1,489",1.8
